id,textOriginal,authorChannelId,authorDisplayName,likeCount,publishedAt,sentiment
UgyjbPLgheXEGlIg1Kp4AaABAg,"waaoooo ,,, malioboro emang bikin hati adem jg nyaman dn slalu rindu",UC6MAqVjbps1P92xjPEw9tIw,@rahmasriwijayati5993,33,2023-05-14T16:09:08Z,positive
UgwxBf3HNmQ_GULnmlp4AaABAg,Kapan yaa..pas ke malioboro ketemu sma ni anak😊😊,UCc4Qjbgyc0syr7r3W4D1twA,@tantenevallent3782,25,2023-04-13T10:18:28Z,neutral
UgyRupzkWgwtE_ww_wZ4AaABAg,jogja berhati nyaman..❤,UCXSr7D-fe4G1t_1yDk6LGzw,@chacayani6805,23,2023-05-10T12:31:02Z,positive
UgwbjljMijn3GcHVShN4AaABAg,Kerennnnm adek ganteng dengan adek cantik smga sukses ya 🥰,UCzNZIa0FM6yg_VUe9IQTkCA,@mimiarina5639,16,2023-04-30T21:13:33Z,positive
UgwIyYsd7yIuVYucLh94AaABAg,Jd kangen jogja 😭😭😭 biasanya setahun isa 3 ampe 4x kesana,UCCf0aPmUJDIVdz9FZTqDrhg,@alifiamuna7918,11,2023-05-07T11:07:25Z,positive
UgyO8g_-2H3NJXFL3VJ4AaABAg,"Asik puolll, garai semangat, juoss 😁👍",UCUDtmU0cSivR-fzJwPMqOHQ,@aniesblora1316,6,2023-04-28T14:09:56Z,positive
UgyJt9Yzs_Kd3t0bFvd4AaABAg,Anjiirr...jd candhu sma dance ini😅,UCmrwUanQBIxCn1hmPSOf4Gw,@ucihasasuke4421,5,2023-04-28T09:33:13Z,positive
UgzFx-jLAUG-nvzSGw14AaABAg,Jadi kangen ke Malioboro 👍🏻👍🏻,UCIIyIkkWKv4BNj80U_LnKNw,@ramisahnasution9132,5,2023-05-01T06:58:10Z,positive
UgyXFBPlC3RlZA8diDR4AaABAg,Jogja punya kenangan,UCOTt9kCjHGXNVfB79PrVP-w,@rahmawatybulan649,5,2023-04-28T06:15:01Z,positive
Ugw6IkCeox0GPPu2bjF4AaABAg,jadi bikin kangen jogja🥰🥰,UCNNZX002EQA_uv6Gf5WK5Yw,@arwantomgl5019,5,2023-05-05T03:54:43Z,positive
UgzgD2Mz_ruCZuzFVcd4AaABAg,Jogja dah byk kemajuan di banding saya dulu..mantaaap &kereeeen abis pokok nya❤❤❤,UCFSgVsTvJ8vN-yWa2tfRt8Q,@anindiaanindia779,4,2023-04-19T16:51:48Z,positive
UgzJIHKU0uGSPMQ0GgF4AaABAg,Saya kelahiran kota jogjakarta  pondoharjo sleman.semakin rapih Malioboro sdh tdk semrawut LG,UCDoCY5IZdFz1AJfmtoTSO8A,@muhammadrio4858,4,2023-05-23T03:00:27Z,neutral
UgweJNtDWJtPspB_yJl4AaABAg,"Kompak bgt kakak,semoga sehat selalu ❤❤",UC9L6hzZ0YjfncUGFsvNzATQ,@errokhati227,4,2023-05-18T13:25:36Z,positive
UgwdRNpZ7n_AoL_gGyx4AaABAg,Jadi kangen Jogja,UC9cz47rRndZ-xA1p3EkftHQ,@nurbetisusilawati1620,4,2023-04-29T05:27:02Z,positive
Ugx7XN8RU91Wp-6M8Nt4AaABAg,"Och Malioboro,,,kangen di sana❤",UC9jDK8qKHCMAICeKzs1uYzA,@titinsukartini3847,4,2023-05-05T13:01:38Z,positive
UgxsBcRocCFtx81tBwp4AaABAg,Sukaa lihat nya.. Keren joss tenan jogetnya.. Semoga suatu hari nanti Alloh SWT mengizinkan aku bertemu dg kalian... ❤❤,UCfF1lwGffqFtampkOPrf85Q,@mbyati8353,4,2023-05-06T01:32:23Z,positive
Ugz3YokMlLiheWiW0a94AaABAg,Jadi kangen Malioboro 😊😊,UCBoNC8GBP0R5Yqor8U0U-yg,@Dini-wq3to,4,2023-05-03T06:03:02Z,positive
UgyCMbySR0giymCSbhd4AaABAg,Pengen sekali ke jogja tapi sayangnya nggak ada sodara disana bingung mau ketempat siapa😊,UCCisTYcnXP2sJpqq8o8NRtg,@herasintia4373,3,2023-05-10T13:36:42Z,neutral
UgyZhtXRZqSxTBm9lvJ4AaABAg,"Insyaallah hbis hari raya adha ke Jogja lagi,ad saudara nikahan ,siap""dah ke Malioboro neh hehe😊❤",UC3cjUw58PvWEfH5CbhbVIiw,@kinantirif4709,3,2023-05-11T12:10:48Z,positive
Ugw-TnodgS0ROt7ZONZ4AaABAg,Sifa,UCqvN1eTSE33UDWgcCx3nQXQ,@satari1766,3,2023-05-21T07:00:31Z,neutral
UgyogcrRk7MDO_bAP-54AaABAg,Sukaaaaaa . . . 👍👍👍,UCEHgFh6I1DUrinOYCRsxBVw,@yandryopat5073,3,2023-05-18T14:39:23Z,positive
Ugw2QH7k6OEn5Nediu14AaABAg,"Tetep wae..
Juoooossz...
🕺💃🕺💃🕺💃❤️❤️",UCj9LBfDN1M0BkiJqbKNCvXw,@bowoagus,2,2023-04-25T10:33:04Z,positive
UgxoaP51GBQ-cg4_TzF4AaABAg,kereeeen 😁👍👍,UC8vplwMhWjB4OT5vPhRtqFw,@sugengsantosopn2174,2,2023-04-24T20:18:29Z,positive
Ugz1jXIBUi0PqWHBxe54AaABAg,Aq di sleman jombor..ada tes tanah tuk tol layang solo-yogya..sibuk bgt jadi blm jln2kemana2,UCy4gRg2to8cfe56xzb14rMg,@ranggaleo2174,2,2023-05-22T22:17:07Z,neutral
UgyxXEcV6LpwIYTCEdN4AaABAg,kpan2 ke malioboro sama2 temen2 nikmati mlm djogja.mngenang masa masa muda lagi😊😊😁😁😁,UC0LyU8ch8UhnMIlvn_FkCXw,@user-Angga.wibu88,2,2023-05-23T14:31:54Z,positive
UgzGeww3yrZw2SkQDax4AaABAg,Dahlah 3 anak wasito dongete2 semua nggak ada yg koyok mador kondang pg mojo sadikem oppo wasitone meneh😊😊,UCDXvYW8cRhYbQ3J0K1-tcZQ,@gebyong6962,2,2023-05-18T08:34:34Z,neutral
UgzhPUgXCuBJ_z9ayAt4AaABAg,saya malam minggu ke malioboro tapi ga sempat jln2 ksana...nyari nyari tempat parkir soalnya lupa lagi...heheh...salam dr bandung,UC2A7OCQ2tE8eYGxcqbxFosA,@cbpelangi,2,2023-05-08T18:35:58Z,negative
