Comment_ID,Author_ID,Author,Text,Likes,Comment_Date
7389819844324279045,6963241583995929602,aku_nanaaaaaa,@@🧿 @ecaecaa @c @milii masukn ke wacana🥰,1,2024-07-10T08:55:37Z
7394820754159174406,7352020481678099461,zuliyulia26,dh pernah kesitu.. tp itu bukan di pule payung ya,0,2024-07-23T20:21:35Z
7389864474155221766,7243936904759559173,4belas.mei,kelingan pertama kali ndono ro mantan😭😭😭,0,2024-07-10T11:48:43Z
7389961714249810693,7244860627872859142,spkjembottt,weh gene wes apik😭,0,2024-07-10T18:06:04Z
7389459744018350853,6547088988791554049,dikieherlita,buka setiap hari kak?,0,2024-07-09T09:38:01Z
7392448463241413381,6879260437641380865,less11803,alhamdulillah sdh dolan kalibiru👍🥰,0,2024-07-17T10:55:56Z
7389830878296244998,6508941152401588225,hildaprimandanu,jauh ah harus terbang duLu 2 jam,0,2024-07-10T09:38:21Z
7389983039113904901,7183872008332592130,su.geng4,"aku wis ping telu je,mantep pokoke",0,2024-07-10T19:28:43Z
7389142061670597382,6940209934756758529,nicolaussarjan,ono jajanan ra,0,2024-07-08T13:38:35Z
7389304885420425990,7221210184864793626,peaccce___,wah rekomen juga sih ni😁,0,2024-07-08T23:37:10Z
7388681424595960582,6763607773755622401,n0tpret5y,bagus banget ya kak pemandangannya,0,2024-07-07T07:18:04Z
7389488054996321029,7193884117980414981,agussutaryono1,fyp njirr,0,2024-07-09T11:28:07Z
7388581770914644741,6878995819060741121,mekyarif_,bagus banget kak,0,2024-07-07T00:51:14Z
7388581574197412614,6939013650851070978,bodoamatcantikbanget,boleh nih kak,0,2024-07-07T00:50:22Z
7388877328996614918,6959501258089399298,kopongsudhtobat,waduhh kakanyaa🔥,0,2024-07-07T19:57:57Z
7389191645282091781,6954236429129417730,putrii_rmdhn22,@caa ws buka neh po bien ki😭,0,2024-07-08T16:17:57Z
7389143754010460934,7129401314526446594,__ffaniiii,@taa⚡ @@VANOVA🌊🩵🩷🦄 ayoo,0,2024-07-08T13:12:00Z
7389112555833623302,7106107643652260865,adadehcuy_,@alipp gemoyyy hanya dengan 20 ribu🗿,0,2024-07-08T11:11:00Z
7389475950630667013,7204303536154313729,gendukmery,"aku tinggal naik jln kaki bisa,siapa tau bs langsing😂😂stlh dri KaliBiru kebarat naik dikit smpe Pule Payung..",0,2024-07-09T11:42:01Z
7389381849019466502,6734057780280296450,widharsunarya0,"untuk jalanya ngerii kk..
bisakahh di kasih wahana kereta gantung darii sermoo atau darii pengasihhh.",0,2024-07-09T04:35:52Z
7389092405318451974,6763607773755622401,n0tpret5y,bisa satu paket sama penginapannya ga ya kak?,0,2024-07-08T09:52:48Z
7389086025001255686,7286123402770220033,bendhotz200,agendakan tapi Karo mbak e 😂😂,0,2024-07-08T09:27:45Z
7389065847769891590,6920000199403734018,neni_dewi,bagus bgt...tpi manjatnya sampe mw putus nafasnya..😅,0,2024-07-08T08:09:40Z
7389062476829262598,6527076778132013057,wippa98,fto dikit.. cekrek.. bayar 🗿,0,2024-07-08T08:49:47Z
